"","Country","Region","Market","Product","Date","Open","High","Low","Close","Currency"
"","Nigeria","Market Average","Market Average","food_price_index","2007-03-01","0.56","0.57","0.55","0.56","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-04-01","0.56","0.57","0.55","0.55","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-05-01","0.55","0.56","0.55","0.55","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-06-01","0.56","0.56","0.55","0.56","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-07-01","0.56","0.57","0.55","0.56","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-08-01","0.56","0.58","0.55","0.58","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-09-01","0.59","0.61","0.58","0.59","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-10-01","0.6","0.63","0.58","0.63","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-11-01","0.64","0.67","0.62","0.67","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2007-12-01","0.7","0.71","0.67","0.67","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-01-01","0.68","0.73","0.67","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-02-01","0.74","0.77","0.72","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-03-01","0.75","0.76","0.73","0.74","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-04-01","0.74","0.76","0.72","0.72","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-05-01","0.72","0.77","0.7","0.77","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-06-01","0.79","0.81","0.76","0.77","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-07-01","0.8","0.82","0.78","0.81","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-08-01","0.82","0.84","0.78","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-09-01","0.78","0.8","0.76","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-10-01","0.79","0.8","0.77","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-11-01","0.8","0.81","0.77","0.77","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2008-12-01","0.76","0.78","0.74","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-01-01","0.74","0.76","0.73","0.74","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-02-01","0.74","0.75","0.73","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-03-01","0.75","0.77","0.73","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-04-01","0.72","0.74","0.71","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-05-01","0.73","0.74","0.71","0.72","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-06-01","0.73","0.74","0.71","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-07-01","0.73","0.76","0.72","0.76","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-08-01","0.78","0.79","0.76","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-09-01","0.82","0.83","0.8","0.81","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-10-01","0.82","0.84","0.76","0.76","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-11-01","0.74","0.77","0.71","0.71","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2009-12-01","0.69","0.74","0.67","0.74","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-01-01","0.76","0.79","0.73","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-02-01","0.77","0.79","0.75","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-03-01","0.74","0.76","0.72","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-04-01","0.75","0.76","0.73","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-05-01","0.75","0.77","0.74","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-06-01","0.76","0.77","0.75","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-07-01","0.76","0.77","0.74","0.77","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-08-01","0.77","0.78","0.73","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-09-01","0.72","0.74","0.7","0.71","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-10-01","0.69","0.71","0.68","0.71","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-11-01","0.71","0.75","0.69","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2010-12-01","0.77","0.79","0.74","0.74","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-01-01","0.74","0.76","0.72","0.72","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-02-01","0.71","0.73","0.69","0.72","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-03-01","0.72","0.75","0.71","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-04-01","0.76","0.78","0.75","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-05-01","0.8","0.81","0.78","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-06-01","0.8","0.81","0.78","0.8","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-07-01","0.8","0.82","0.79","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-08-01","0.79","0.8","0.77","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-09-01","0.78","0.79","0.76","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-10-01","0.79","0.8","0.77","0.8","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-11-01","0.81","0.82","0.79","0.8","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2011-12-01","0.8","0.82","0.79","0.82","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-01-01","0.83","0.85","0.78","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-02-01","0.77","0.82","0.75","0.82","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-03-01","0.82","0.85","0.79","0.81","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-04-01","0.83","0.85","0.81","0.84","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-05-01","0.84","0.86","0.83","0.83","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-06-01","0.84","0.85","0.82","0.83","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-07-01","0.83","0.84","0.81","0.84","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-08-01","0.85","0.86","0.83","0.83","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-09-01","0.84","0.85","0.79","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-10-01","0.77","0.8","0.75","0.8","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-11-01","0.8","0.83","0.78","0.81","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2012-12-01","0.83","0.85","0.81","0.81","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-01-01","0.81","0.83","0.79","0.82","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-02-01","0.82","0.83","0.8","0.82","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-03-01","0.82","0.84","0.81","0.84","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-04-01","0.85","0.87","0.84","0.84","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-05-01","0.85","0.86","0.83","0.85","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-06-01","0.85","0.88","0.83","0.88","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-07-01","0.9","0.92","0.88","0.88","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-08-01","0.89","0.91","0.85","0.85","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-09-01","0.84","0.86","0.81","0.83","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-10-01","0.82","0.84","0.78","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-11-01","0.76","0.79","0.74","0.79","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2013-12-01","0.79","0.81","0.77","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-01-01","0.78","0.82","0.77","0.82","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-02-01","0.83","0.85","0.78","0.78","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-03-01","0.78","0.8","0.76","0.8","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-04-01","0.8","0.82","0.76","0.76","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-05-01","0.76","0.78","0.74","0.76","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-06-01","0.75","0.77","0.73","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-07-01","0.76","0.77","0.74","0.75","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-08-01","0.75","0.76","0.74","0.74","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-09-01","0.73","0.74","0.72","0.72","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-10-01","0.71","0.72","0.7","0.72","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-11-01","0.72","0.73","0.7","0.71","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2014-12-01","0.71","0.73","0.7","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-01-01","0.7","0.71","0.68","0.68","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-02-01","0.67","0.68","0.66","0.66","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-03-01","0.65","0.67","0.64","0.67","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-04-01","0.67","0.68","0.66","0.68","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-05-01","0.7","0.71","0.68","0.71","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-06-01","0.72","0.74","0.7","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-07-01","0.7","0.71","0.68","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-08-01","0.69","0.7","0.68","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-09-01","0.71","0.72","0.69","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-10-01","0.71","0.72","0.7","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-11-01","0.7","0.71","0.69","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2015-12-01","0.7","0.71","0.69","0.7","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2016-01-01","0.7","0.73","0.69","0.73","NGN"
"","Nigeria","Market Average","Market Average","food_price_index","2016-02-01","0.74","0.76","0.73","0.76","NGN"
