"","Country","Region","Market","Product","Date","Open","High","Low","Close","Currency"
"","Nigeria","Market Average","Market Average","groundnuts","2008-07-01","34497.35","35132.21","33983.78","34975.08","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2008-08-01","34908.84","35441.52","34240.79","34410.34","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2008-09-01","34606.63","35209.4","34095.46","35017.39","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2008-10-01","34966.09","35631.65","34459.31","35427.52","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2008-11-01","35604.17","36143.77","35087.09","35622.88","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2008-12-01","35685.88","36205.68","35165.14","35775.86","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-01-01","35872.61","36408.9","35298.6","35757.79","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-02-01","35833.18","36347.97","35338.84","35991.1","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-03-01","36072.87","36561.44","35479.28","35699.44","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-04-01","35804.47","36299.82","35285.14","35594.26","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-05-01","35623.21","36100.62","35081.75","35308.1","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-06-01","35391.01","35896.59","34916.38","35558.36","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-07-01","35590.88","36469.11","35113.84","36420.89","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-08-01","36509.6","37076.52","35923.77","36360.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-09-01","36518.82","37059.82","35961.68","36428.78","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-10-01","36422.58","36936.57","35562.04","35607.13","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-11-01","35708.09","36316.6","35037.05","35545.17","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2009-12-01","35522.83","36895.38","34986.96","36813","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-01-01","36894.09","37567.16","36253.42","37133.31","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-02-01","37324.07","37885.11","36763.93","37398.04","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-03-01","37410.22","38019.29","36877.18","37666.78","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-04-01","37740.44","38277.76","37208.54","37803.06","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-05-01","37892.47","38413","37124.36","37278.42","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-06-01","37377.44","37975.13","36849.42","37747.87","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-07-01","37731.16","38303.88","37203.42","37912.38","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-08-01","38070.48","38601.37","37524.57","38023.79","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-09-01","38061.82","38576.96","37149.38","37237.8","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-10-01","37341.17","37927.79","36786.22","37560.65","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-11-01","37515.94","38228.09","36995.79","38112.73","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2010-12-01","38266.06","38856.92","37718.67","38439.38","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-01-01","38527.53","39060.04","37994.24","38565.72","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-02-01","38645.95","39221.14","38126","38959.58","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-03-01","39013.71","39581.58","38493.98","39335.27","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-04-01","39447","40076.5","38901.86","39633.73","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-05-01","39730.88","40291.17","39179.55","39884.87","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-06-01","39959.79","40493.05","39272.65","39467.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-07-01","39577.04","40115.17","38891.49","39148.81","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-08-01","39162.75","39757.18","37447.89","37859.61","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-09-01","37874.82","39713.02","37023.84","39212.28","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-10-01","39271.33","40343.56","38214.32","39288.89","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-11-01","39496.66","40697.96","38599.72","40107.73","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2011-12-01","40104","41017.49","39259.45","40566.46","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-01-01","40731.26","41520.91","39380.19","39564.51","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-02-01","39616.36","40450.25","38804.84","39711.86","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-03-01","39692.54","40412.05","38839.55","39129.24","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-04-01","39277.3","40070.47","38602.38","39826.78","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-05-01","39806.43","40463.44","39030.13","39309.31","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-06-01","39469.4","40172.6","38830.66","39726.09","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-07-01","39678","40301.57","39050.45","39720.21","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-08-01","39857.95","40456.69","39176.52","39417.3","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-09-01","39445.74","40034.12","38439.18","38588.83","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-10-01","38668.91","39478.96","38067.15","39242.52","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-11-01","39183.86","39786.7","38586.76","39192.83","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2012-12-01","39378.01","39946.92","38816.45","39423.75","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-01-01","39409.38","39989.56","38862.46","39639.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-02-01","39731.78","40271.54","39149.43","39405.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-03-01","39456.96","39991.85","38819.02","39019.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-04-01","39062.57","39597.32","38524.51","38946.09","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-05-01","38972.18","39501.04","38342.72","38700.44","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-06-01","38765.51","39469.25","38228.36","39163.92","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-07-01","39191.79","39769.78","38608.25","38960.85","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-08-01","39064.5","39627.83","37959.27","38083.73","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-09-01","38092.48","38751.71","37145.41","37357.15","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-10-01","37327.88","37969.95","35559.79","35633.31","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-11-01","35654.63","36810.07","34792.57","36243.89","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2013-12-01","36179.16","36952.75","35160.63","35555.78","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-01-01","35739.89","36695.27","35045.02","36264.85","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-02-01","36143.48","36852.93","34902.72","35004.87","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-03-01","35153.28","35888.23","34373.37","35228.64","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-04-01","35068.85","35736.82","33870.68","33936.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-05-01","34066.51","34862.94","33241.32","33551.45","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-06-01","33438.23","34075.3","32675.87","33002.86","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-07-01","33045.92","33643.82","31557.22","31739.87","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-08-01","31674.26","32337.23","30464.04","30668.33","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-09-01","30609.25","31297.79","29265.3","29339.17","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-10-01","29258.01","29934.11","28359.83","28815.08","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-11-01","28703.15","29409.45","27846.45","28558.6","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2014-12-01","28562.8","29220.35","27696.33","28076.69","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-01-01","28090.68","28853.83","27248.15","28012.25","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-02-01","27992.08","28759.56","27059.08","27603.08","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-03-01","27660.01","28541.57","26800.35","27847.42","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-04-01","27834.82","28605.14","27228.54","28319.65","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-05-01","28472.38","29301.72","27863.58","28968.15","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-06-01","29006.68","29806.08","28355.31","28967.54","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-07-01","29053.84","29713.62","28422.43","28985.56","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-08-01","28976.07","29581.82","28343.13","28998.18","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-09-01","29001.09","29719.67","28278.84","28702.51","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-10-01","28686.54","29369.85","27946.8","28411.53","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-11-01","28410.89","29024.06","27622.35","28227.95","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2015-12-01","28209.45","28800.99","27373.35","27705.26","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-01-01","27746.32","28480.06","27144.99","28161.5","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-02-01","28134.02","28878.5","27450.59","28301.14","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-03-01","28468.71","29279.36","27806.95","28842.79","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-04-01","28885.96","29894.95","28187.79","29613.5","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-05-01","29742.21","30638.09","29027.43","30333.03","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-06-01","30450.63","31435.78","29714.37","31031.15","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-07-01","31090.13","31948.58","30315.25","31261.62","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-08-01","31335.06","32416.73","30499.74","31935.01","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-09-01","31900.59","32739.68","30869.56","31504.95","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-10-01","31603.94","32387.94","30682.37","31099.19","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-11-01","31056.29","31852.94","30250.06","30976.99","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2016-12-01","31039.31","31986.27","30356.86","31737.66","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-01-01","31858.54","33151.78","31131.52","32935.49","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-02-01","33170.67","34451.81","32341.89","34024.55","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-03-01","34212.64","35277.39","33297.33","34285.29","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-04-01","34485.69","35631.96","33640.15","35153.96","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-05-01","35200.77","36254.57","34357.69","35586.83","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-06-01","35747.55","36612.43","34816.51","35491.15","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-07-01","35507.37","36349.82","34602.82","35583.76","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-08-01","35579.77","36418.92","34513.35","35019.09","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-09-01","35064.66","36029.03","33207.65","33559.59","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-10-01","33500.34","34370.37","32058.97","32326.41","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-11-01","32268.98","33178.19","31353.31","32259.3","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2017-12-01","32265.89","33342.1","31356.28","32725.22","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-01-01","32805.39","33748.25","31987.39","33206.38","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-02-01","33366.18","34125.28","32331.95","33033.2","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-03-01","33134.37","33894.39","32364.36","33162.77","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-04-01","33275.34","34325.43","32580.8","33923.02","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-05-01","33979.26","34778.77","33154.58","34091.65","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-06-01","34221.81","34986.45","33309.51","33788.21","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-07-01","33833.33","34817.71","33118.28","34161.71","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-08-01","34160.83","34974.47","33244.74","33825.98","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-09-01","33866.77","34577.2","32776.17","33164.35","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-10-01","33131.54","33920.36","32136.5","32584.87","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-11-01","32582.95","33332.61","31339.06","31677.32","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2018-12-01","31697.3","32408.42","30812.77","31121.31","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-01-01","31128.15","31869.61","30293.63","30925.99","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-02-01","31001.86","31765.1","30342.7","31199.5","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-03-01","31240.58","31991.62","30608.2","31567.27","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-04-01","31643.61","32651.13","31007.56","32187.06","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-05-01","32275.2","33026.55","31558.41","32203.91","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-06-01","32293.48","32960.23","31586.08","32093.52","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-07-01","32129.21","32781.32","31457.97","32153.93","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-08-01","32154.62","32784.49","31425.7","31800.94","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-09-01","31806.34","32756.11","31158.69","32368.97","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-10-01","32314.25","33001.47","31621.63","32230.5","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-11-01","32361.45","33106.83","31652.65","32372.75","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2019-12-01","32358.84","33015.14","31319.83","31581.04","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-01-01","31695.97","32567.05","31015.6","32129.55","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-02-01","32113.41","33022.69","31444.66","32720.36","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-03-01","32924.45","33819.42","32154.97","33297.77","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-04-01","33390.49","34277.51","32647.98","33947.66","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-05-01","34077.94","35030.37","33260.05","34556.64","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-06-01","34651.97","35679.08","33848.74","35249.98","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-07-01","35378.89","36974.42","34577.35","36868.58","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-08-01","36962.51","38755.22","35964.22","38383.69","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-09-01","38533.15","39634.36","37013.45","37822.68","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-10-01","37930.32","38936.87","36538.45","36994.65","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-11-01","36882.89","37811.05","35808.51","36368.48","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2020-12-01","36405.09","37691.53","35526.49","37364.68","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-01-01","37425.08","38607.17","36545.6","38147.58","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-02-01","38451.89","39848.27","37545.58","39682.68","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-03-01","39853.37","41463.71","38829.4","41154.67","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-04-01","41432.11","42819.02","40376.03","42239.88","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-05-01","42407.68","43740.31","41286.56","42965.31","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-06-01","43135.56","44386.49","41993.43","43659.35","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-07-01","43760.24","45138.88","42702.71","44542.56","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-08-01","44707.79","46014.74","43472.77","44603.79","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-09-01","44697.99","45846.47","43508.56","44503.21","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-10-01","44514.86","45636.39","42960.87","43666.92","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-11-01","43649.87","44723.07","42414.62","43514.88","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2021-12-01","43479.93","45254.04","42479.55","45015.45","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-01-01","45209.65","47601.66","44062.01","47518.45","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-02-01","47812.72","49423.84","46374.39","48391.57","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-03-01","48706.3","50211.1","47420.96","49169.76","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-04-01","49389.66","50849.79","48030.54","49286.95","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-05-01","49523.77","50787.32","47935.29","48898.27","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-06-01","48979.56","50453.18","47803.6","49877.03","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-07-01","50002.65","51422.79","48833.77","50809.63","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-08-01","50954.11","52251.81","49506.15","50672.07","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-09-01","50738","52009.64","49143.51","50425.48","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-10-01","50365.76","51558.95","48938.53","49779.41","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-11-01","49766.84","51135.07","48415.36","50083.68","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2022-12-01","50012.86","51791.28","48620.15","50617.82","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-01-01","50731.65","52025.1","49356.61","50748.69","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-02-01","50885.87","52001.72","47996.82","48431.86","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-03-01","48462.79","49806.03","46744.37","47737.84","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-04-01","47666.68","48878.2","46420.99","47608.12","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-05-01","47730.05","48825.38","46652.93","47968.89","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-06-01","48105.15","49084.92","47107.89","48101.02","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-07-01","48294.82","49234.72","47360.67","48274.39","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-08-01","48374.06","49237.82","47510.29","48233.89","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-09-01","48352.81","49163.59","47498.31","47965.4","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-10-01","48042.74","48816.78","47248.02","47705.57","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-11-01","47780.95","48532.26","47045.66","47623.2","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2023-12-01","47725.12","48447.33","47010.35","47943.98","NGN"
"","Nigeria","Market Average","Market Average","groundnuts","2024-01-01","48021.62","48754.28","47321.65","48242.12","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-01-01","2334.84","2497.94","2243.43","2369.39","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-02-01","2405.77","2535.44","2245.93","2442.89","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-03-01","2482.49","2616.63","2348.23","2470.06","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-04-01","2514.53","2637.76","2391","2439.59","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-05-01","2455.16","2573.83","2336.48","2421.41","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-06-01","2444.74","2558.78","2330.69","2481.95","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-07-01","2527.15","2642.18","2412.12","2460.2","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-08-01","2497.92","2861.8","2383.55","2861.8","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-09-01","2927.47","3133.68","2721.26","2905.25","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-10-01","3008.16","3610.59","2833.23","3610.59","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-11-01","3667.95","4424.82","3336.46","4424.82","NGN"
"","Nigeria","Market Average","Market Average","maize","2007-12-01","4678.99","5155.92","4202.25","4551.48","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-01-01","4636.39","5686.08","4257.24","5686.08","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-02-01","5697.19","6304.52","5089.85","5688.12","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-03-01","5970.9","6443.2","5498.6","5989.89","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-04-01","5918.14","6320.73","5383.21","5388.27","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-05-01","5410.97","6612.24","5047.58","6612.24","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-06-01","6788.79","7467.09","6110.5","6620.67","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-07-01","6939.32","7653.31","6401.91","7648.73","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-08-01","7638.63","8235.85","6732.97","6732.97","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-09-01","6824.11","7361.27","6289.95","7046.98","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-10-01","7033.9","7512.7","6541.03","7026.49","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-11-01","7192.37","7612.64","6500.59","6508.96","NGN"
"","Nigeria","Market Average","Market Average","maize","2008-12-01","6573.77","6999.25","6092.55","6133.72","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-01-01","6051.73","6439.01","5627.76","5690.11","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-02-01","5797.37","6146.08","5449.85","5906.27","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-03-01","5973.01","6300.25","5362.5","5362.5","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-04-01","5458.93","5805.92","5111.93","5371.49","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-05-01","5334.04","5638.26","5029.82","5163.69","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-06-01","5289.5","5562.7","5016.3","5268.03","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-07-01","5318.85","6003.35","5057.75","6003.35","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-08-01","6185.74","6649.34","5773.51","6627.19","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-09-01","6867.71","7301.5","6422.35","7022.9","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-10-01","7107.37","7512.17","5766.21","5771.93","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-11-01","5701.61","6216.52","4664.49","4668.15","NGN"
"","Nigeria","Market Average","Market Average","maize","2009-12-01","4549.43","5487.3","4087.62","5473.6","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-01-01","5630.51","6224.46","5036.56","5479.9","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-02-01","5815.76","6269.89","5317.41","5398.43","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-03-01","5280.63","5663.65","4894.32","5454.55","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-04-01","5502.05","5836.9","5165.43","5391.56","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-05-01","5545.43","5850.88","5239.99","5478.54","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-06-01","5509.19","5801.61","5216.76","5492.67","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-07-01","5565.98","5843.6","5288.36","5695.8","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-08-01","5804.6","6086.97","4868","4868","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-09-01","4874.19","5257.21","4355.84","4363.18","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-10-01","4282.33","4615.08","3945.5","4335.94","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-11-01","4423.19","5239.76","4144.85","5232.65","NGN"
"","Nigeria","Market Average","Market Average","maize","2010-12-01","5483.81","5957.46","4909.39","4952.81","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-01-01","5071.22","5475.46","4612.63","4634.32","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-02-01","4510.25","4856.65","4163.85","4640.81","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-03-01","4708.16","5148.68","4416.52","5146.06","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-04-01","5362.82","5786.19","5023.45","5769.77","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-05-01","5918.05","6298.05","5538.04","5965.66","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-06-01","6064.43","6407.92","5722.2","6156.84","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-07-01","6187.25","6507.89","5862.51","5951.94","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-08-01","6037.81","6343.63","5731.98","5924.7","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-09-01","5946.56","6240.09","5638.15","5684.18","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-10-01","5763.94","6061.19","5466.13","5939.84","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-11-01","6012.19","6317.77","5707.64","6102.94","NGN"
"","Nigeria","Market Average","Market Average","maize","2011-12-01","6265.24","6675.74","5969.17","6674.69","NGN"
"","Nigeria","Market Average","Market Average","maize","2012-01-01","6788.37","7149.16","5678.98","5678.98","NGN"
"","Nigeria","Market Average","Market Average","maize","2012-02-01","5715.56","6493.28","5260.79","6493.28","NGN"
"","Nigeria","Market Average","Market Average","maize","2012-03-01","6482.78","7024.48","5933.91","6355.37","NGN"
"","Nigeria","Market Average","Market Average","maize","2012-04-01","6661.36","7119.09","6235.14","6995.6","NGN"
"","Nigeria","Market Average","Market Average","maize","2012-05-01","7023.11","7442.91","6600.41","6889.14","NGN"
"","Nigeria","Market Average","Market Average","maize","2012-06-01","7002.53","7387.11","6628.13","6805.76","NGN"
