Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,57000.000000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,65700.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,66700.000000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,69300.000000,A
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,57000.000000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,65700.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,66700.000000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,69300.000000,A
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,379.200000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,427.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,423.500000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,440.500000,A
NGA,1991-01-01,1991-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,2.920000,I
NGA,1992-01-01,1992-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,4.280000,I
NGA,1993-01-01,1993-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,6.750000,I
NGA,1994-01-01,1994-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,11.590000,I
NGA,1995-01-01,1995-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,17.360000,I
NGA,1996-01-01,1996-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,20.250000,I
NGA,1997-01-01,1997-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,24.650000,I
NGA,1998-01-01,1998-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,25.430000,I
NGA,1999-01-01,1999-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,27.680000,I
NGA,2000-01-01,2000-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,29.100000,I
NGA,2001-01-01,2001-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,38.660000,I
NGA,2002-01-01,2002-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,45.130000,I
NGA,2003-01-01,2003-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,40.510000,I
NGA,2004-01-01,2004-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,46.650000,I
NGA,2005-01-01,2005-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,56.500000,I
NGA,2006-01-01,2006-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,61.920000,I
NGA,2007-01-01,2007-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,58.680000,I
NGA,2008-01-01,2008-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,61.300000,I
NGA,2009-01-01,2009-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,32.760000,I
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,95.510000,I
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,110.090000,I
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,111.760000,I
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,116.120000,I
NGA,2014-01-01,2014-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,118.390000,I
NGA,2015-01-01,2015-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,99.690000,I
NGA,2016-01-01,2016-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,81.920000,I
NGA,2017-01-01,2017-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,73.060000,I
NGA,2018-01-01,2018-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,76.920000,I
NGA,2019-01-01,2019-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,90.360000,I
NGA,2020-01-01,2020-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,89.670000,I
NGA,2021-01-01,2021-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,88.370000,I
NGA,2022-01-01,2022-12-31,159,'566,Nigeria,426,'01251,Carrots and turnips,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,96.690000,I
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,72760.000000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,68010.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,75420.000000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,71010.000000,A
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,72760.000000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,68010.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,75420.000000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,71010.000000,A
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,484.100000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,442.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,478.900000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,451.400000,A
NGA,1991-01-01,1991-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,11.480000,I
NGA,1992-01-01,1992-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,13.000000,I
NGA,1993-01-01,1993-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,25.790000,I
NGA,1994-01-01,1994-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,24.730000,I
NGA,1995-01-01,1995-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,36.730000,I
NGA,1996-01-01,1996-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,58.740000,I
NGA,1997-01-01,1997-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,65.910000,I
NGA,1998-01-01,1998-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,63.960000,I
NGA,1999-01-01,1999-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,75.690000,I
NGA,2000-01-01,2000-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,79.560000,I
NGA,2001-01-01,2001-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,101.700000,I
NGA,2002-01-01,2002-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,128.260000,I
NGA,2003-01-01,2003-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,122.320000,I
NGA,2004-01-01,2004-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,107.480000,I
NGA,2005-01-01,2005-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,121.810000,I
NGA,2006-01-01,2006-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,133.870000,I
NGA,2007-01-01,2007-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,122.040000,I
NGA,2008-01-01,2008-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,186.980000,I
NGA,2009-01-01,2009-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,99.920000,I
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,118.980000,I
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,111.210000,I
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,123.330000,I
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,116.120000,I
NGA,2014-01-01,2014-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,118.390000,I
NGA,2015-01-01,2015-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,99.690000,I
NGA,2016-01-01,2016-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,81.920000,I
NGA,2017-01-01,2017-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,73.060000,I
NGA,2018-01-01,2018-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,76.920000,I
NGA,2019-01-01,2019-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,76.690000,I
NGA,2020-01-01,2020-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,88.460000,I
NGA,2021-01-01,2021-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,83.800000,I
NGA,2022-01-01,2022-12-31,159,'566,Nigeria,217,'01372,"Cashew nuts, in shell",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,91.240000,I
NGA,1991-01-01,1991-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,2066.000000,A
NGA,1992-01-01,1992-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,2340.000000,A
NGA,1993-01-01,1993-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,4640.000000,A
NGA,1994-01-01,1994-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,4450.000000,A
NGA,1995-01-01,1995-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,6610.000000,A
NGA,1996-01-01,1996-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,10570.000000,A
NGA,1997-01-01,1997-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,11860.000000,A
NGA,1998-01-01,1998-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,11510.000000,A
NGA,1999-01-01,1999-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,13620.000000,A
NGA,2001-01-01,2001-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,18300.000000,A
NGA,2002-01-01,2002-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,23080.000000,A
NGA,2003-01-01,2003-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,22010.000000,A
NGA,2004-01-01,2004-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2004,2004,7021,Annual value,LCU,19340.000000,A
NGA,2005-01-01,2005-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2005,2005,7021,Annual value,LCU,21920.000000,A
NGA,2006-01-01,2006-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2006,2006,7021,Annual value,LCU,24090.000000,A
NGA,2007-01-01,2007-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2007,2007,7021,Annual value,LCU,21960.000000,A
NGA,2008-01-01,2008-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,33646.000000,A
NGA,2009-01-01,2009-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,17980.000000,A
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,21410.000000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,22100.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,23920.000000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,25100.000000,A
NGA,2019-01-01,2019-01-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,174140.000000,A
NGA,2019-02-01,2019-02-28,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7002,February,LCU,196319.000000,A
NGA,2019-03-01,2019-03-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7003,March,LCU,250000.000000,A
NGA,2019-04-01,2019-04-30,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7004,April,LCU,210453.000000,A
NGA,2019-05-01,2019-05-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7005,May,LCU,272532.000000,A
NGA,2019-06-01,2019-06-30,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7006,June,LCU,222621.000000,A
NGA,2019-07-01,2019-07-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7007,July,LCU,237116.000000,A
NGA,2019-08-01,2019-08-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7008,August,LCU,234599.000000,A
NGA,2019-09-01,2019-09-30,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7009,September,LCU,237775.000000,A
NGA,2019-10-01,2019-10-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7010,October,LCU,276605.000000,A
NGA,2019-11-01,2019-11-30,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7011,November,LCU,284827.000000,A
NGA,2019-12-01,2019-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2019,2019,7012,December,LCU,283317.000000,A
NGA,2020-01-01,2020-01-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5530,Producer Price (LCU/tonne),2020,2020,7001,January,LCU,252606.900000,A
NGA,1991-01-01,1991-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,2066.000000,A
NGA,1992-01-01,1992-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,2340.000000,A
NGA,1993-01-01,1993-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,4640.000000,A
NGA,1994-01-01,1994-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,4450.000000,A
NGA,1995-01-01,1995-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,6610.000000,A
NGA,1996-01-01,1996-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,10570.000000,A
NGA,1997-01-01,1997-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,11860.000000,A
NGA,1998-01-01,1998-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,11510.000000,A
NGA,1999-01-01,1999-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,13620.000000,A
NGA,2001-01-01,2001-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,18300.000000,A
NGA,2002-01-01,2002-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,23080.000000,A
NGA,2003-01-01,2003-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,22010.000000,A
NGA,2004-01-01,2004-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,19340.000000,A
NGA,2005-01-01,2005-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,21920.000000,A
NGA,2006-01-01,2006-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,24090.000000,A
NGA,2007-01-01,2007-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,21960.000000,A
NGA,2008-01-01,2008-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,33646.000000,A
NGA,2009-01-01,2009-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,17980.000000,A
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,21410.000000,A
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,22100.000000,A
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,23920.000000,A
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,25100.000000,A
NGA,1991-01-01,1991-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,208.500000,A
NGA,1992-01-01,1992-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,135.300000,A
NGA,1993-01-01,1993-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,210.300000,A
NGA,1994-01-01,1994-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,124.500000,A
NGA,1995-01-01,1995-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,107.600000,A
NGA,1996-01-01,1996-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,138.600000,A
NGA,1997-01-01,1997-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,150.600000,A
NGA,1998-01-01,1998-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,139.400000,A
NGA,1999-01-01,1999-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,147.500000,A
NGA,2001-01-01,2001-12-31,159,'566,Nigeria,125,'01520.01,"Cassava, fresh",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,164.500000,A
