Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Element Code,Element,ISO Currency Code,Currency,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,,,,,,#date+year,,,#indicator+type,#indicator+value+num,
NGA,2008-12-01,2008-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2008,2008,7012,December,,126.480000000000000,X
NGA,2009-01-01,2009-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7021,Annual value,,148.880000000000000,X
NGA,2009-01-01,2009-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7001,January,,145.780000000000000,X
NGA,2009-02-01,2009-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7002,February,,147.139999999999990,X
NGA,2009-03-01,2009-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7003,March,,147.720000000000000,X
NGA,2009-04-01,2009-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7004,April,,147.229999999999990,X
NGA,2009-05-01,2009-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7005,May,,147.840000000000000,X
NGA,2009-06-01,2009-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7006,June,,148.199999999999990,X
NGA,2009-07-01,2009-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7007,July,,148.590000000000000,X
NGA,2009-08-01,2009-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7008,August,,151.860000000000010,X
NGA,2009-09-01,2009-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7009,September,,152.300000000000010,X
NGA,2009-10-01,2009-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7010,October,,149.360000000000010,X
NGA,2009-11-01,2009-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7011,November,,150.849999999999990,X
NGA,2009-12-01,2009-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2009,2009,7012,December,,149.690000000000000,X
NGA,2010-01-01,2010-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7021,Annual value,,150.297500000000010,X
NGA,2010-01-01,2010-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7001,January,,149.780000000000000,X
NGA,2010-02-01,2010-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7002,February,,150.220000000000000,X
NGA,2010-03-01,2010-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7003,March,,149.830000000000010,X
NGA,2010-04-01,2010-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7004,April,,149.889999999999990,X
NGA,2010-05-01,2010-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7005,May,,150.310000000000000,X
NGA,2010-06-01,2010-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7006,June,,150.190000000000000,X
NGA,2010-07-01,2010-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7007,July,,150.099999999999990,X
NGA,2010-08-01,2010-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7008,August,,150.270000000000010,X
NGA,2010-09-01,2010-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7009,September,,151.030000000000000,X
NGA,2010-10-01,2010-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7010,October,,151.250000000000000,X
NGA,2010-11-01,2010-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7011,November,,150.220000000000000,X
NGA,2010-12-01,2010-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2010,2010,7012,December,,150.479999999999990,X
NGA,2011-01-01,2011-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7021,Annual value,,153.862500000000010,X
NGA,2011-01-01,2011-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7001,January,,151.550000000000010,X
NGA,2011-02-01,2011-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7002,February,,151.940000000000000,X
NGA,2011-03-01,2011-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7003,March,,152.509999999999990,X
NGA,2011-04-01,2011-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7004,April,,153.970000000000000,X
NGA,2011-05-01,2011-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7005,May,,154.800000000000010,X
NGA,2011-06-01,2011-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7006,June,,154.500000000000000,X
NGA,2011-07-01,2011-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7007,July,,151.860000000000010,X
NGA,2011-08-01,2011-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7008,August,,152.720000000000000,X
NGA,2011-09-01,2011-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7009,September,,155.259999999999990,X
NGA,2011-10-01,2011-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7010,October,,153.259999999999990,X
NGA,2011-11-01,2011-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7011,November,,155.770000000000010,X
NGA,2011-12-01,2011-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2011,2011,7012,December,,158.210000000000010,X
NGA,2012-01-01,2012-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7021,Annual value,,157.500000000000000,X
NGA,2012-01-01,2012-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7001,January,,158.389999999999990,X
NGA,2012-02-01,2012-02-29,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7002,February,,157.870000000000000,X
NGA,2012-03-01,2012-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7003,March,,157.590000000000000,X
NGA,2012-04-01,2012-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7004,April,,157.330000000000010,X
NGA,2012-05-01,2012-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7005,May,,157.280000000000000,X
NGA,2012-06-01,2012-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7006,June,,157.440000000000000,X
NGA,2012-07-01,2012-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7007,July,,157.430000000000010,X
NGA,2012-08-01,2012-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7008,August,,157.380000000000000,X
NGA,2012-09-01,2012-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7009,September,,157.340000000000000,X
NGA,2012-10-01,2012-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7010,October,,157.319999999999990,X
NGA,2012-11-01,2012-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7011,November,,157.310000000000000,X
NGA,2012-12-01,2012-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2012,2012,7012,December,,157.319999999999990,X
NGA,2013-01-01,2013-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7021,Annual value,,157.311666666667010,X
NGA,2013-01-01,2013-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7001,January,,157.300000000000010,X
NGA,2013-02-01,2013-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7002,February,,157.300000000000010,X
NGA,2013-03-01,2013-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7003,March,,157.310000000000000,X
NGA,2013-04-01,2013-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7004,April,,157.310000000000000,X
NGA,2013-05-01,2013-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7005,May,,157.300000000000010,X
NGA,2013-06-01,2013-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7006,June,,157.310000000000000,X
NGA,2013-07-01,2013-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7007,July,,157.319999999999990,X
NGA,2013-08-01,2013-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7008,August,,157.310000000000000,X
NGA,2013-09-01,2013-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7009,September,,157.319999999999990,X
NGA,2013-10-01,2013-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7010,October,,157.419999999999990,X
NGA,2013-11-01,2013-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7011,November,,157.270000000000010,X
NGA,2013-12-01,2013-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2013,2013,7012,December,,157.270000000000010,X
NGA,2014-01-01,2014-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7021,Annual value,,158.552641666667000,X
NGA,2014-01-01,2014-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7001,January,,157.291599999999990,X
NGA,2014-02-01,2014-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7002,February,,157.307500000000000,X
NGA,2014-03-01,2014-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7003,March,,157.300800000000010,X
NGA,2014-04-01,2014-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7004,April,,157.291799999999990,X
NGA,2014-05-01,2014-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7005,May,,157.287299999999990,X
NGA,2014-06-01,2014-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7006,June,,157.287299999999990,X
NGA,2014-07-01,2014-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7007,July,,157.287299999999990,X
NGA,2014-08-01,2014-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7008,August,,157.287299999999990,X
NGA,2014-09-01,2014-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7009,September,,157.300600000000000,X
NGA,2014-10-01,2014-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7010,October,,157.314100000000000,X
NGA,2014-11-01,2014-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7011,November,,159.996100000000010,X
NGA,2014-12-01,2014-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2014,2014,7012,December,,169.680000000000010,X
NGA,2015-01-01,2015-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7021,Annual value,,192.440333333333000,X
NGA,2015-01-01,2015-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7001,January,,169.680000000000010,X
NGA,2015-02-01,2015-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7002,February,,169.680000000000010,X
NGA,2015-03-01,2015-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7003,March,,197.072700000000000,X
NGA,2015-04-01,2015-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7004,April,,197.000000000000000,X
NGA,2015-05-01,2015-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7005,May,,197.000000000000000,X
NGA,2015-06-01,2015-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7006,June,,196.915899999999990,X
NGA,2015-07-01,2015-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7007,July,,196.971399999999990,X
NGA,2015-08-01,2015-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7008,August,,197.000000000000000,X
NGA,2015-09-01,2015-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7009,September,,196.997500000000000,X
NGA,2015-10-01,2015-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7010,October,,196.988599999999990,X
NGA,2015-11-01,2015-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7011,November,,196.991400000000000,X
NGA,2015-12-01,2015-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2015,2015,7012,December,,196.986500000000010,X
NGA,2016-01-01,2016-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7021,Annual value,,253.491999999999990,X
NGA,2016-01-01,2016-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7001,January,,197.000000000000000,X
NGA,2016-02-01,2016-02-29,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7002,February,,197.000000000000000,X
NGA,2016-03-01,2016-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7003,March,,197.000000000000000,X
NGA,2016-04-01,2016-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7004,April,,197.000000000000000,X
NGA,2016-05-01,2016-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7005,May,,197.000000000000000,X
NGA,2016-06-01,2016-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7006,June,,231.761400000000010,X
NGA,2016-07-01,2016-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7007,July,,294.572200000000010,X
NGA,2016-08-01,2016-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7008,August,,309.730399999999970,X
NGA,2016-09-01,2016-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7009,September,,305.230000000000020,X
NGA,2016-10-01,2016-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7010,October,,305.209999999999980,X
NGA,2016-11-01,2016-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7011,November,,305.180000000000010,X
NGA,2016-12-01,2016-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2016,2016,7012,December,,305.220000000000030,X
NGA,2017-01-01,2017-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7021,Annual value,,305.790109160004990,X
NGA,2017-01-01,2017-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7001,January,,305.202381000000000,X
NGA,2017-02-01,2017-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7002,February,,305.312500000000000,X
NGA,2017-03-01,2017-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7003,March,,306.402173899999980,X
NGA,2017-04-01,2017-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7004,April,,306.052777800000000,X
NGA,2017-05-01,2017-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7005,May,,305.538095199999990,X
NGA,2017-06-01,2017-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7006,June,,305.714999999999970,X
NGA,2017-07-01,2017-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7007,July,,305.861904799999990,X
NGA,2017-08-01,2017-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7008,August,,305.667391300000020,X
NGA,2017-09-01,2017-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7009,September,,305.886842100000020,X
NGA,2017-10-01,2017-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7010,October,,305.623809499999990,X
NGA,2017-11-01,2017-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7011,November,,305.904545499999980,X
NGA,2017-12-01,2017-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2017,2017,7012,December,,306.313888899999990,X
NGA,2018-01-01,2018-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7021,Annual value,,306.083688245233990,X
NGA,2018-01-01,2018-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7001,January,,305.777272700000030,X
NGA,2018-02-01,2018-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7002,February,,305.894999999999980,X
NGA,2018-03-01,2018-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7003,March,,305.742857099999980,X
NGA,2018-04-01,2018-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7004,April,,305.610000000000010,X
NGA,2018-05-01,2018-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7005,May,,305.826190500000000,X
NGA,2018-06-01,2018-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7006,June,,305.871052599999980,X
NGA,2018-07-01,2018-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7007,July,,305.814285700000030,X
NGA,2018-08-01,2018-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7008,August,,306.057142899999970,X
NGA,2018-09-01,2018-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7009,September,,306.272499999999980,X
NGA,2018-10-01,2018-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7010,October,,306.505000000000000,X
NGA,2018-11-01,2018-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7011,November,,306.711904800000010,X
NGA,2018-12-01,2018-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2018,2018,7012,December,,306.921052600000000,X
NGA,2019-01-01,2019-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7021,Annual value,,306.920951495222990,X
NGA,2019-01-01,2019-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7001,January,,306.845454500000020,X
NGA,2019-02-01,2019-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7002,February,,306.768181799999980,X
NGA,2019-03-01,2019-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7003,March,,306.923809500000000,X
NGA,2019-04-01,2019-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7004,April,,306.962499999999980,X
NGA,2019-05-01,2019-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7005,May,,306.949999999999990,X
NGA,2019-06-01,2019-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7006,June,,306.947058799999980,X
NGA,2019-07-01,2019-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7007,July,,306.936956500000010,X
NGA,2019-08-01,2019-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7008,August,,306.932500000000000,X
NGA,2019-09-01,2019-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7009,September,,306.919047600000000,X
NGA,2019-10-01,2019-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7010,October,,306.963636399999980,X
NGA,2019-11-01,2019-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7011,November,,306.952272699999980,X
NGA,2019-12-01,2019-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2019,2019,7012,December,,306.949999999999990,X
NGA,2020-01-01,2020-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7021,Annual value,,358.810797258296990,X
NGA,2020-01-01,2020-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7001,January,,306.959090899999980,X
NGA,2020-02-01,2020-02-29,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7002,February,,306.954999999999980,X
NGA,2020-03-01,2020-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7003,March,,326.625000000000000,X
NGA,2020-04-01,2020-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7004,April,,361.000000000000000,X
NGA,2020-05-01,2020-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7005,May,,361.000000000000000,X
NGA,2020-06-01,2020-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7006,June,,361.000000000000000,X
NGA,2020-07-01,2020-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7007,July,,377.190476199999980,X
NGA,2020-08-01,2020-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7008,August,,381.000000000000000,X
NGA,2020-09-01,2020-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7009,September,,381.000000000000000,X
NGA,2020-10-01,2020-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7010,October,,381.000000000000000,X
NGA,2020-11-01,2020-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7011,November,,381.000000000000000,X
NGA,2020-12-01,2020-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2020,2020,7012,December,,381.000000000000000,X
NGA,2021-01-01,2021-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7021,Annual value,,401.152029220779010,X
NGA,2021-01-01,2021-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7001,January,,381.000000000000000,X
NGA,2021-02-01,2021-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7002,February,,381.000000000000000,X
NGA,2021-03-01,2021-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7003,March,,381.000000000000000,X
NGA,2021-04-01,2021-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7004,April,,381.000000000000000,X
NGA,2021-05-01,2021-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7005,May,,410.000000000000000,X
NGA,2021-06-01,2021-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7006,June,,410.149999999999980,X
NGA,2021-07-01,2021-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7007,July,,410.100000000000020,X
NGA,2021-08-01,2021-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7008,August,,411.000000000000000,X
NGA,2021-09-01,2021-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7009,September,,411.000000000000000,X
NGA,2021-10-01,2021-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7010,October,,411.500000000000000,X
NGA,2021-11-01,2021-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7011,November,,411.738636363635010,X
NGA,2021-12-01,2021-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2021,2021,7012,December,,414.335714285714000,X
NGA,2022-01-01,2022-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7021,Annual value,,425.979158066857000,X
NGA,2022-01-01,2022-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7001,January,,415.959999999999980,X
NGA,2022-02-01,2022-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7002,February,,416.949999999999990,X
NGA,2022-03-01,2022-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7003,March,,415.721739130435030,X
NGA,2022-04-01,2022-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7004,April,,415.526315789473020,X
NGA,2022-05-01,2022-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7005,May,,415.949999999999990,X
NGA,2022-06-01,2022-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7006,June,,415.614285714285020,X
NGA,2022-07-01,2022-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7007,July,,417.260526315790000,X
NGA,2022-08-01,2022-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7008,August,,426.060869565216020,X
NGA,2022-09-01,2022-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7009,September,,435.570454545454030,X
NGA,2022-10-01,2022-10-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7010,October,,440.846842105263020,X
NGA,2022-11-01,2022-11-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7011,November,,445.581363636364020,X
NGA,2022-12-01,2022-12-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2022,2022,7012,December,,450.707499999999020,X
NGA,2023-01-01,2023-01-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7001,January,,460.992857142857020,X
NGA,2023-02-01,2023-02-28,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7002,February,,460.834999999999010,X
NGA,2023-03-01,2023-03-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7003,March,,460.973478260870020,X
NGA,2023-04-01,2023-04-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7004,April,,460.956250000000010,X
NGA,2023-05-01,2023-05-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7005,May,,462.009999999999990,X
NGA,2023-06-01,2023-06-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7006,June,,610.710000000000040,X
NGA,2023-07-01,2023-07-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7007,July,,770.316571428571020,X
NGA,2023-08-01,2023-08-31,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7008,August,,762.120086956521050,X
NGA,2023-09-01,2023-09-30,159,'566,Nigeria,LCU,Local currency units per USD,NGN,Naira,2023,2023,7009,September,,762.018550000000000,X
